# 
GCAM_region_ID,basin_id,water_type,water_sector,share
1,232,water withdrawals,Municipal,0.03407282832109876
1,233,water consumption,Electricity,0.13906900231784838
1,233,water consumption,Livestock,0.02987986741020301
1,233,water consumption,Manufacturing,0.07960623685609389
1,233,water consumption,Mining,0.13861396577615173
1,233,water consumption,Municipal,0.12136037051261221
1,233,water withdrawals,Electricity,0.10426511277370806
1,233,water withdrawals,Livestock,0.02987986741020301
1,233,water withdrawals,Manufacturing,0.07960627142446716
1,233,water withdrawals,Mining,0.13860517409510698
1,233,water withdrawals,Municipal,0.12136053768789877
1,234,water consumption,Electricity,0.004567368229986819
1,234,water consumption,Manufacturing,0.004376833560373244
1,234,water consumption,Mining,0.004551732655744717
1,234,water consumption,Municipal,0.004663651266848724
1,234,water withdrawals,Manufacturing,0.004376802990180052
1,234,water withdrawals,Mining,0.004552285894567773
1,234,water withdrawals,Municipal,0.004663645579784874
2,87,water consumption,Electricity,0.4720610033874059
2,87,water consumption,Livestock,0.5714400445155775
2,87,water consumption,Manufacturing,0.4720048112760046
2,87,water consumption,Mining,0.47201675916641017
2,87,water consumption,Municipal,0.47203573090738915
2,87,water withdrawals,Electricity,0.472047718879361
2,87,water withdrawals,Livestock,0.5714400445155775
2,87,water withdrawals,Manufacturing,0.4720580435485787
2,87,water withdrawals,Mining,0.471998427090344
2,87,water withdrawals,Municipal,0.4720489505409323
2,100,water consumption,Electricity,0.08660529117152105
2,100,water consumption,Livestock,0.03469871263768729
2,100,water consumption,Manufacturing,0.08663685030832824
2,100,water consumption,Mining,0.08667507272564808
2,100,water consumption,Municipal,0.08659268154083109
2,100,water withdrawals,Electricity,0.08658540432202115
2,100,water withdrawals,Livestock,0.03469871263768729
2,100,water withdrawals,Manufacturing,0.0865787084594163
2,100,water withdrawals,Mining,0.0866053131073284
2,100,water withdrawals,Municipal,0.08658580572627174
2,144,water consumption,Electricity,9.007458309171396e-4
2,144,water consumption,Livestock,0.0011161674644559665
2,144,water consumption,Manufacturing,9.021142508639967e-4
2,144,water consumption,Mining,8.985216588397653e-4
2,144,water consumption,Municipal,8.986724332552511e-4
2,144,water withdrawals,Electricity,8.996122507412853e-4
2,144,water withdrawals,Livestock,0.0011161674644559665
2,144,water withdrawals,Manufacturing,9.004640459600487e-4
2,144,water withdrawals,Mining,8.968609865470854e-4
2,144,water withdrawals,Municipal,9.001526849294296e-4
2,151,water consumption,Electricity,0.00398734610866103
2,151,water consumption,Livestock,0.035446921811731556
2,151,water consumption,Manufacturing,0.004002337873551535
2,151,water consumption,Mining,0.003991223280150118
2,151,water consumption,Municipal,0.00398038605630652
2,151,water withdrawals,Electricity,0.003984863705407623
2,151,water withdrawals,Livestock,0.035446921811731556
2,151,water withdrawals,Manufacturing,0.0039895559814063265
2,151,water withdrawals,Mining,0.003983696186450291
2,151,water withdrawals,Municipal,0.003987002271081259
2,170,water consumption,Electricity,0.10438624783378146
2,170,water consumption,Livestock,0.10917789595057394
2,170,water consumption,Manufacturing,0.10442501863522395
2,170,water consumption,Mining,0.10445686599616762
2,170,water consumption,Municipal,0.10441570863985475
2,170,water withdrawals,Electricity,0.1044108298028254
2,170,water withdrawals,Livestock,0.10917789595057394
2,170,water withdrawals,Manufacturing,0.10440096117715209
2,170,water withdrawals,Mining,0.10442607702720075
2,170,water withdrawals,Municipal,0.10440978059115366
2,171,water consumption,Electricity,0.07388622527335714
2,171,water consumption,Livestock,0.038972437547480136
2,171,water consumption,Manufacturing,0.07382936911296335
2,171,water consumption,Mining,0.07388230855531616
2,171,water consumption,Municipal,0.0738801307253405
2,171,water withdrawals,Electricity,0.07387860876148324
2,171,water withdrawals,Livestock,0.038972437547480136
2,171,water withdrawals,Manufacturing,0.07387784500307829
2,171,water withdrawals,Mining,0.07388591867754597
2,171,water withdrawals,Municipal,0.07387787045605304
2,177,water consumption,Electricity,0.09054417414642217
2,177,water consumption,Livestock,0.06893686278269892
2,177,water consumption,Manufacturing,0.0905798942874568
2,177,water consumption,Mining,0.09045779926728288
2,177,water consumption,Municipal,0.0905550684353843
2,177,water withdrawals,Electricity,0.09055631584821972
2,177,water withdrawals,Livestock,0.06893686278269892
2,177,water withdrawals,Manufacturing,0.0905591688443988
2,177,water withdrawals,Mining,0.09056329827055559
2,177,water withdrawals,Municipal,0.09055504286947422
2,179,water consumption,Electricity,0.1371907759616172
2,179,water consumption,Livestock,0.13773522901510923
2,179,water consumption,Manufacturing,0.13718913058209664
2,179,water consumption,Mining,0.13719085394307043
2,179,water consumption,Municipal,0.1372050387367674
2,179,water withdrawals,Electricity,0.13719966417711263
2,179,water withdrawals,Livestock,0.13773522901510923
2,179,water withdrawals,Manufacturing,0.13719911340673857
2,179,water withdrawals,Mining,0.13720460681039634
2,179,water withdrawals,Municipal,0.13719928952177862
2,183,water consumption,Electricity,0.030438190286316846
2,183,water consumption,Livestock,0.0024757282746853708
2,183,water consumption,Manufacturing,0.03043047367351087
2,183,water consumption,Mining,0.0304305954071147
2,183,water consumption,Municipal,0.03043658252487098
2,183,water withdrawals,Electricity,0.030436982252828045
2,183,water withdrawals,Livestock,0.0024757282746853708
2,183,water withdrawals,Manufacturing,0.030436139533270838
2,183,water withdrawals,Mining,0.0304358018436316
2,183,water withdrawals,Municipal,0.030436105338325758
3,75,water consumption,Electricity,0.044644880684697436
3,75,water consumption,Livestock,0.009615883246286625
3,75,water consumption,Manufacturing,0.04464516295645886
3,75,water consumption,Mining,0.04466366084667292
3,75,water consumption,Municipal,0.04464511376304606
3,75,water withdrawals,Electricity,0.044647661026851825
3,75,water withdrawals,Livestock,0.009615883246286625
3,75,water withdrawals,Manufacturing,0.04464724294438241
3,75,water withdrawals,Mining,0.04464547057400003
3,75,water withdrawals,Municipal,0.04464664489044893
3,80,water consumption,Electricity,0.2589056758484234
3,80,water consumption,Livestock,0.2860836389228433
3,80,water consumption,Manufacturing,0.2588773823666133
3,80,water consumption,Mining,0.2588888552667413
3,80,water consumption,Municipal,0.2588895441445289
3,80,water withdrawals,Electricity,0.258903924697286
3,80,water withdrawals,Livestock,0.2860836389228433
3,80,water withdrawals,Manufacturing,0.2589004698113911
3,80,water withdrawals,Mining,0.2588980951173698
3,80,water withdrawals,Municipal,0.2589002615224965
3,86,water consumption,Electricity,0.1725596449188819
3,86,water consumption,Livestock,0.26041412008741704
3,86,water consumption,Manufacturing,0.17256340065079281
3,86,water consumption,Mining,0.17257239688927892
3,86,water consumption,Municipal,0.17255188547089262
3,86,water withdrawals,Electricity,0.17256224843165568
3,86,water withdrawals,Livestock,0.26041412008741704
3,86,water withdrawals,Manufacturing,0.17255324254760274
3,86,water withdrawals,Mining,0.1725549396729548
3,86,water withdrawals,Municipal,0.17255795301297172
3,87,water consumption,Electricity,0.308383774850458
3,87,water consumption,Livestock,0.31710930844167873
3,87,water consumption,Manufacturing,0.30840349155518826
3,87,water consumption,Mining,0.30842436529790906
3,87,water consumption,Municipal,0.30837788962839174
3,87,water withdrawals,Electricity,0.3083846562030259
3,87,water withdrawals,Livestock,0.31710930844167873
3,87,water withdrawals,Manufacturing,0.308381840659174
3,87,water withdrawals,Mining,0.3083743388224991
3,87,water withdrawals,Municipal,0.3083833442633412
3,98,water consumption,Electricity,0.025469889151742173
3,98,water consumption,Livestock,0.0038745045745823613
3,98,water consumption,Manufacturing,0.025470017044574144
3,98,water consumption,Mining,0.025478863436923172
3,98,water consumption,Municipal,0.025472028965346987
3,98,water withdrawals,Electricity,0.02546976372682613
3,98,water withdrawals,Livestock,0.0038745045745823613
3,98,water withdrawals,Manufacturing,0.025472735258725468
3,98,water withdrawals,Mining,0.025474492088917566
3,98,water withdrawals,Municipal,0.02547179320699002
3,100,water consumption,Electricity,0.007010458391796262
3,100,water consumption,Livestock,0.0016742601029744047
3,100,water consumption,Manufacturing,0.00701797427818811
3,100,water consumption,Mining,0.007005174448512725
3,100,water consumption,Municipal,0.007010146883932892
3,100,water withdrawals,Electricity,0.007009246436673649
3,100,water withdrawals,Livestock,0.001674260102974405
3,100,water withdrawals,Manufacturing,0.007010351791096368
3,100,water withdrawals,Mining,0.007008769604849211
3,100,water withdrawals,Municipal,0.0070097891455231645
3,144,water consumption,Electricity,0.18125332633900262
3,144,water consumption,Livestock,0.12109493647442308
3,144,water consumption,Manufacturing,0.18124063839677704
3,144,water consumption,Mining,0.18120404272702517
3,144,water consumption,Municipal,0.18127832320734788
3,144,water withdrawals,Electricity,0.18124938754606115
3,144,water withdrawals,Livestock,0.12109493647442308
3,144,water withdrawals,Manufacturing,0.18126160342304773
3,144,water withdrawals,Mining,0.18126923032600806
3,144,water withdrawals,Municipal,0.18125740132354215
3,149,water consumption,Electricity,0.00152788777155022
3,149,water consumption,Livestock,1.3334814979442162e-4
3,149,water consumption,Manufacturing,0.0015365941841847012
3,149,water consumption,Mining,0.001520561624353194
3,149,water consumption,Municipal,0.0015301634198858548
3,149,water withdrawals,Electricity,0.0015290548148586408
3,149,water withdrawals,Livestock,1.3334814979442162e-4
3,149,water withdrawals,Manufacturing,0.0015290745070792252
3,149,water withdrawals,Mining,0.001530359427037118
3,149,water withdrawals,Municipal,0.0015289119054254978
3,151,water consumption,Electricity,2.4446204344803524e-4
3,151,water consumption,Manufacturing,2.4533856722276746e-4
3,151,water consumption,Mining,2.4207946258359306e-4
3,151,water consumption,Municipal,2.4490451662705743e-4
3,151,water withdrawals,Electricity,2.4405711676099228e-4
3,151,water withdrawals,Manufacturing,2.4343905750099845e-4
3,151,water withdrawals,Mining,2.4430436636435924e-4
3,151,water withdrawals,Municipal,2.439007292607632e-4
4,87,water consumption,Electricity,0.030861009484990088
4,87,water consumption,Livestock,0.14602134457208893
4,87,water consumption,Manufacturing,0.03084705882352941
4,87,water consumption,Mining,0.030805861479343253
4,87,water consumption,Municipal,0.030839215910199398
4,87,water withdrawals,Electricity,0.03084972016548689
4,87,water withdrawals,Livestock,0.14602134457208893
4,87,water withdrawals,Manufacturing,0.030850036096068158
4,87,water withdrawals,Mining,0.03083860746206406
4,87,water withdrawals,Municipal,0.030848412822370688
4,162,water consumption,Electricity,7.453154911196123e-4
4,162,water consumption,Livestock,4.622391407790089e-5
4,162,water consumption,Manufacturing,7.450980392156863e-4
4,162,water consumption,Mining,7.538288992259464e-4
4,162,water consumption,Municipal,7.470694179758224e-4
4,162,water withdrawals,Electricity,7.465996036847216e-4
4,162,water withdrawals,Livestock,4.622391407790089e-5
4,162,water withdrawals,Manufacturing,7.461257237629993e-4
4,162,water withdrawals,Mining,7.445828796322993e-4
4,162,water withdrawals,Municipal,7.459987340627544e-4
4,171,water consumption,Electricity,0.26619205635945853
4,171,water consumption,Livestock,0.1459098633675481
4,171,water consumption,Manufacturing,0.26625098039215683
4,171,water consumption,Mining,0.2660004780378385
4,171,water consumption,Municipal,0.26614466975487083
4,171,water withdrawals,Electricity,0.26615321571115014
4,171,water withdrawals,Livestock,0.1459098633675481
4,171,water withdrawals,Manufacturing,0.2661795626798226
4,171,water withdrawals,Mining,0.26618278110103094
4,171,water withdrawals,Municipal,0.26615802138001254
4,179,water consumption,Electricity,0.04820428448166555
4,179,water consumption,Livestock,0.12087281625994153
4,179,water consumption,Manufacturing,0.048203921568627454
4,179,water consumption,Mining,0.048143926161540014
4,179,water consumption,Municipal,0.048176460651568255
4,179,water withdrawals,Electricity,0.04818093532651102
4,179,water withdrawals,Livestock,0.12087281625994153
4,179,water withdrawals,Manufacturing,0.04818246299363741
4,179,water withdrawals,Mining,0.04817115329170014
4,179,water withdrawals,Municipal,0.04818165377438368
4,182,water consumption,Electricity,0.05720992228307764
4,182,water consumption,Livestock,0.06559173407654134
4,182,water consumption,Manufacturing,0.057239215686274506
4,182,water consumption,Mining,0.057493243119013035
4,182,water consumption,Municipal,0.057293562593234974
4,182,water withdrawals,Electricity,0.05724229683228453
4,182,water withdrawals,Livestock,0.06559173407654134
4,182,water withdrawals,Manufacturing,0.05722121312255195
4,182,water withdrawals,Mining,0.057243307851430524
4,182,water withdrawals,Municipal,0.05724637510965389
4,183,water consumption,Electricity,0.08200016700015153
4,183,water consumption,Livestock,0.059430358235334095
4,183,water consumption,Manufacturing,0.08196078431372548
4,183,water consumption,Mining,0.08199268234385629
4,183,water consumption,Municipal,0.08196588700218171
4,183,water withdrawals,Electricity,0.08197551377841147
4,183,water withdrawals,Livestock,0.059430358235334095
4,183,water withdrawals,Manufacturing,0.08192860345048944
4,183,water withdrawals,Mining,0.08193490778089109
4,183,water withdrawals,Municipal,0.08195886760856469
4,188,water consumption,Electricity,0.2857063333261173
4,188,water consumption,Livestock,0.17781524029637685
4,188,water consumption,Manufacturing,0.2856392156862745
4,188,water consumption,Mining,0.2857471179834158
4,188,water consumption,Municipal,0.285656505095061
4,188,water withdrawals,Electricity,0.28571075720917705
4,188,water withdrawals,Livestock,0.17781524029637685
4,188,water withdrawals,Manufacturing,0.28570721984505004
4,188,water withdrawals,Mining,0.2856734976080975
4,188,water withdrawals,Municipal,0.28569725780142635
4,190,water consumption,Electricity,0.07917971999641259
4,190,water consumption,Livestock,0.05667595676704508
4,190,water consumption,Manufacturing,0.07922352941176469
4,190,water consumption,Mining,0.07922557870157569
4,190,water consumption,Municipal,0.07918459990150105
4,190,water withdrawals,Electricity,0.07919120247444437
4,190,water withdrawals,Livestock,0.05667595676704508
4,190,water withdrawals,Manufacturing,0.0792092961582418
4,190,water withdrawals,Mining,0.07921410116809939
4,190,water withdrawals,Municipal,0.07919476761596304
4,194,water consumption,Electricity,0.031696010242675966
4,194,water consumption,Livestock,0.04101420705594453
4,194,water consumption,Manufacturing,0.03167058823529412
4,194,water consumption,Mining,0.03164242769677692
4,194,water consumption,Municipal,0.03173855425413208
4,194,water withdrawals,Electricity,0.03172094015414755
4,194,water withdrawals,Livestock,0.04101420705594453
4,194,water withdrawals,Manufacturing,0.03173086434823971
4,194,water withdrawals,Mining,0.03172594871335519
4,194,water withdrawals,Municipal,0.03172828618167256
4,196,water consumption,Electricity,0.008074766586362274
4,196,water consumption,Livestock,0.008456257222486574
4,196,water consumption,Manufacturing,0.008062745098039215
4,196,water consumption,Mining,0.008034712901505819
4,196,water consumption,Municipal,0.008084528287521799
4,196,water withdrawals,Electricity,0.008078993606188356
4,196,water withdrawals,Livestock,0.008456257222486574
4,196,water withdrawals,Manufacturing,0.00807899461400359
4,196,water withdrawals,Mining,0.008081243509392662
4,196,water withdrawals,Municipal,0.008081212575289796
4,197,water consumption,Electricity,0.020142073832622554
4,197,water consumption,Livestock,0.10884644143837943
4,197,water consumption,Manufacturing,0.020149019607843138
4,197,water consumption,Mining,0.020197098678041512
4,197,water consumption,Municipal,0.02019228710305989
4,197,water withdrawals,Electricity,0.02017278447970989
4,197,water withdrawals,Livestock,0.10884644143837943
4,197,water withdrawals,Manufacturing,0.02016749417516801
4,197,water withdrawals,Mining,0.020187713262812566
4,197,water withdrawals,Municipal,0.02017191145955048
4,198,water consumption,Electricity,0.044545744124841885
4,198,water consumption,Livestock,0.019365100944871184
4,198,water consumption,Manufacturing,0.04457254901960784
4,198,water consumption,Mining,0.044567835407894975
4,198,water consumption,Municipal,0.04454579844828446
4,198,water withdrawals,Electricity,0.0445444900387895
4,198,water withdrawals,Livestock,0.019365100944871184
4,198,water withdrawals,Manufacturing,0.044558123088644784
4,198,water withdrawals,Mining,0.044549009508827224
4,198,water withdrawals,Municipal,0.044550304564772415
4,199,water consumption,Electricity,0.04544259679050449
4,199,water consumption,Livestock,0.049954455849364414
4,199,water consumption,Manufacturing,0.04543529411764706
4,199,water consumption,Mining,0.04539520858997224
4,199,water consumption,Municipal,0.045430861580408696
4,199,water withdrawals,Electricity,0.04543255062001448
4,199,water withdrawals,Livestock,0.049954455849364414
4,199,water withdrawals,Manufacturing,0.04544000370431953
4,199,water withdrawals,Mining,0.04545314586266645
4,199,water withdrawals,Municipal,0.04543693037227715
5,86,water consumption,Electricity,0.004716244863585544
5,86,water consumption,Livestock,0.002210230171868618
5,86,water consumption,Manufacturing,0.0047080914280980555
5,86,water consumption,Mining,0.004720592675667515
5,86,water consumption,Municipal,0.004718381016424603
5,86,water withdrawals,Electricity,0.004717072825186276
5,86,water withdrawals,Livestock,0.002210230171868618
5,86,water withdrawals,Manufacturing,0.0047153747089556
5,86,water withdrawals,Mining,0.004716438702724725
5,86,water withdrawals,Municipal,0.004715886368676177
5,87,water consumption,Electricity,0.0024456955757866153
5,87,water consumption,Livestock,9.326993183533083e-4
5,87,water consumption,Manufacturing,0.0024437893922972316
5,87,water consumption,Mining,0.002447914420049174
5,87,water consumption,Municipal,0.002444731676558019
5,87,water withdrawals,Electricity,0.0024460116403005458
5,87,water withdrawals,Livestock,9.326993183533086e-4
5,87,water withdrawals,Manufacturing,0.0024463013239297555
5,87,water withdrawals,Mining,0.002446108404164791
5,87,water withdrawals,Municipal,0.0024459891446739863
5,142,water consumption,Electricity,0.23089907217842057
5,142,water consumption,Livestock,0.11976215531161444
5,142,water consumption,Manufacturing,0.2309473020519087
5,142,water consumption,Mining,0.23093160936893414
5,142,water consumption,Municipal,0.23093322272336544
5,142,water withdrawals,Electricity,0.23092043378487687
5,142,water withdrawals,Livestock,0.11976215531161444
5,142,water withdrawals,Manufacturing,0.23092769563231935
5,142,water withdrawals,Mining,0.23091739743265396
5,142,water withdrawals,Municipal,0.23092594542149805
5,144,water consumption,Electricity,0.002271456781519072
5,144,water consumption,Livestock,0.006779566123037418
5,144,water consumption,Manufacturing,0.0022735065156211528
5,144,water consumption,Mining,0.002286157960574559
5,144,water consumption,Municipal,0.002278537406629196
5,144,water withdrawals,Electricity,0.0022750148674939748
